app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
1086940,0,0,2020-12-02,True,69.3,7445155,6113818
351710,0,0,2016-01-01,True,50.9,5522751,31567738
431240,0,0,2021-03-07,True,27.0,7283633,7485651
268870,0,0,2019-07-08,False,0.5,8915315,32814973
1644960,0,0,2021-10-06,True,434.0,3089820,14618629
1174180,0,0,2019-12-26,True,393.8,33176,24603280
1727650,0,0,2022-05-26,True,1.5,8666805,37384728
239140,0,0,2022-06-29,True,177.9,1329743,23713657
420290,0,0,2020-04-19,True,10.7,8479434,33253515
1273400,0,0,2022-10-08,True,28.3,12406233,34164515
415850,0,0,2019-01-20,False,1.0,4864220,36800292
232790,12,0,2017-04-19,False,11.6,11582306,32894165
791330,0,0,2019-06-29,True,12.4,6635049,33188474
1137460,0,0,2021-08-09,True,5.3,4704123,33060958
365590,0,0,2018-09-09,True,1.4,10884360,21527989
284160,0,0,2019-06-14,True,45.9,11243888,4366959
293760,0,0,2022-08-30,True,208.6,8489914,6558202
410110,2,0,2018-11-23,True,9.3,9633935,32532198
219990,5,0,2014-04-28,True,383.7,3921533,12305894
222480,0,0,2015-02-05,True,10.7,4719567,21673366
1153640,2,0,2022-01-03,True,16.0,10890598,22044219
271590,0,0,2015-11-16,True,427.0,1338707,220253
800270,0,0,2022-05-17,True,68.4,11914472,30648938
274170,0,0,2022-03-07,True,13.0,12629191,24090411
753420,0,0,2019-03-05,True,254.0,6848807,33074666
221100,6,0,2021-07-15,True,749.2,12710404,25412023
924970,0,0,2021-11-24,True,11.4,11842227,34704272
287700,0,0,2018-12-23,False,1.4,7136192,17888449
215530,0,0,2019-07-02,True,20.6,1422786,11821273
774171,14,0,2022-05-24,True,94.2,10964716,25040539
227300,0,0,2022-02-15,True,280.4,1435499,15025087
206420,4,0,2014-06-12,True,93.3,5013293,35082415
262060,0,0,2016-11-29,True,8.8,412471,8406719
1761390,0,0,2022-10-06,True,8.6,10969117,24510861
623280,0,0,2021-06-22,False,1.8,1329750,14352004
990630,2,0,2022-02-07,True,5.4,6248492,31503833
1557740,0,0,2021-09-10,True,27.6,13327412,21888680
346110,0,0,2020-04-24,True,380.7,11908912,26223764
1293820,0,0,2020-08-18,True,19.7,9792056,31035676
22380,0,0,2021-02-06,True,268.0,3127997,10566495
1307550,0,0,2020-11-26,True,21.7,8882511,33721786
41070,0,0,2020-11-28,True,31.7,10617805,35603489
1151640,0,0,2020-10-17,True,79.4,9975848,24267985
1196590,0,0,2022-03-21,True,14.5,3800244,3142071
1139800,0,0,2020-01-10,True,2.7,7286839,37138003
264200,0,0,2019-06-29,True,10.5,11295488,29807623
39210,0,0,2020-11-27,True,14.5,9793107,4483959
1999360,0,0,2022-07-15,True,6.7,6585844,16635962
508440,0,0,2022-12-20,True,29.7,3563350,26005283
648800,0,0,2020-03-08,True,16.8,12692258,26777310
346010,0,0,2017-01-02,True,243.5,7928561,27463406
1080750,2,0,2021-12-07,True,5.5,701261,11612853
361280,0,0,2018-11-25,True,19.2,7403135,35070082
1566700,2,2,2021-05-23,False,0.6,12892043,28590949
238960,2,0,2014-01-19,True,779.1,7415252,20911401
528060,0,0,2018-11-25,True,1.6,6006653,37473244
477160,0,0,2019-06-29,True,17.5,3987188,19682003
49520,0,0,2018-05-20,True,60.8,3850879,13301383
552520,0,0,2021-01-20,True,42.3,9642089,14010663
454650,0,0,2020-02-20,True,61.0,5677528,26312348
107410,2,0,2017-11-22,True,99.4,3701028,25129793
440,0,0,2021-02-20,True,751.4,10173353,10847206
524220,0,0,2020-03-04,True,28.2,7028211,20400668
573090,0,0,2020-10-19,True,195.0,13511178,15703939
438100,0,0,2021-12-07,True,1.2,2200291,800383
1070580,0,0,2021-07-07,True,2.7,8956326,33001512
377160,0,0,2020-07-14,False,35.7,9291296,1516743
286690,0,0,2021-10-04,True,6.8,7358805,20985947
252490,0,0,2019-11-15,True,892.6,9593952,6054129
1055540,0,0,2020-01-19,True,3.1,10255001,35151850
963000,7,0,2019-10-30,True,0.8,13333650,30957109
501300,0,0,2017-11-22,True,2.9,8121973,27338499
883710,0,0,2021-12-27,True,18.6,12212691,22811184
420740,0,0,2022-11-29,True,2.2,2263711,37600455
42700,0,0,2016-11-06,True,678.0,12641743,2235597
444090,2,0,2019-03-04,True,145.4,13042412,22682371
1443300,0,0,2021-02-11,True,0.3,9677979,28896195
360640,0,0,2019-06-29,True,6.5,3001233,37220342
107410,0,0,2022-03-18,True,85.1,2881458,5405223
645630,0,0,2017-09-08,True,30.4,11273645,14658685
362930,86,12,2020-08-01,True,11.5,5409359,11558425
280160,2,0,2017-04-23,True,9.9,4835728,31210295
8870,0,0,2017-11-26,True,14.5,5885909,23474626
719040,0,0,2020-09-20,True,325.4,12339788,17127020
1245620,0,0,2022-02-25,True,37.4,3225149,20362328
1151340,0,0,2021-10-14,True,362.2,12935561,22928483
552500,0,0,2020-07-02,True,244.4,9380152,18244361
1145360,0,0,2021-04-12,True,208.0,5721140,14841370
555160,4,0,2017-12-17,True,10.1,7117128,12273442
252490,0,0,2019-06-29,True,472.9,4466841,1380357
32430,0,0,2015-05-03,False,15.5,4192385,16795091
232890,0,0,2021-11-07,True,12.4,12529405,35154039
212680,0,0,2017-03-10,True,376.1,6702460,17733863
383870,2,0,2018-07-28,False,6.7,10499295,36377146
730,2,0,2016-05-10,True,352.8,7830167,4114657
427290,17,0,2018-11-11,False,10.4,4160139,27244510
1063730,0,0,2021-11-26,False,36.3,6879379,19872917
1254120,0,0,2021-08-07,False,183.7,4722281,32117528
546560,0,0,2022-08-11,True,18.8,13035319,435179
1092790,0,0,2021-12-23,True,14.8,11702660,7987557
1992850,0,0,2022-06-10,True,0.8,13198066,29019349
1426210,0,0,2022-01-20,True,12.7,8590243,3591104
204360,0,0,2013-01-31,True,54.5,1557075,36042321
227300,0,0,2019-11-24,True,35.6,9454734,6192112
