app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
975370,0,0,2022-12-12,True,36.3,49625,0
304390,4,0,2017-02-17,False,11.5,2482,1
1085660,2,0,2019-11-17,True,336.5,243409,2
703080,0,0,2022-09-23,True,27.4,248701,3
526870,0,0,2021-01-10,True,7.9,22902,4
306130,0,0,2021-10-10,True,8.6,43700,5
238960,0,0,2017-11-25,True,538.8,84882,6
730,0,0,2021-11-30,False,157.5,60799,7
255710,0,0,2021-05-21,True,18.7,339767,8
289070,0,0,2020-05-26,True,397.5,435505,9
431960,0,0,2020-10-14,True,30.3,191619,10
1086940,0,0,2020-10-07,True,50.0,82522,11
1938090,0,0,2022-11-16,True,46.7,154667,12
1286830,2,0,2020-07-26,True,19.3,108923,13
1172620,0,0,2020-11-04,True,89.1,117868,14
306130,0,0,2021-05-12,True,61.1,72528,15
635260,0,0,2022-01-30,True,177.0,73645,16
1151340,0,0,2020-07-01,True,86.3,120030,17
289070,0,0,2020-05-29,True,244.1,250714,18
392160,3,0,2018-12-26,False,320.5,391681,19
570,0,0,2021-03-08,True,850.9,511153,20
1938090,0,0,2022-11-23,True,7.4,637075,21
534380,0,0,2022-10-08,True,40.6,21862,22
518790,0,0,2022-12-31,True,10.0,260093,23
236850,23,4,2021-03-20,True,5.7,113677,24
1172470,2,0,2021-05-04,True,235.1,359962,25
304390,2,0,2017-03-23,False,180.6,380424,26
42700,6,2,2019-10-19,False,5.9,415199,27
1091500,0,0,2021-02-01,True,108.8,454773,28
291550,0,0,2021-05-17,False,2.7,615436,29
1332010,0,0,2022-11-24,True,8.5,705247,30
629730,0,0,2021-02-10,True,40.3,716645,31
438100,0,0,2020-09-10,True,8.1,876085,32
294100,0,0,2022-02-19,True,367.1,1105484,33
1145360,0,0,2021-03-15,True,36.3,224797,34
431960,0,0,2020-11-13,True,11.0,236279,35
1794680,0,0,2022-11-23,True,55.8,323746,36
275850,0,0,2020-07-20,True,124.2,442600,37
284160,0,0,2020-01-26,True,197.4,457607,38
244850,0,0,2014-05-29,True,99.0,480148,39
1222140,0,0,2022-12-02,True,16.0,680552,40
359550,0,0,2021-11-21,True,166.6,732034,41
1938090,0,0,2022-11-23,True,98.7,867152,42
233860,0,0,2020-12-22,True,23.2,888843,43
252490,0,0,2020-04-22,True,0.4,1102831,44
431960,2,0,2018-12-29,True,119.3,1123130,45
394360,0,0,2020-07-11,False,0.3,874922,46
294100,2,0,2022-08-27,True,878.0,941175,47
1248130,0,0,2022-07-18,True,19.2,1050268,48
218620,2,0,2015-12-06,True,708.6,136139,49
376210,0,0,2022-05-07,True,502.3,207136,50
730,0,0,2021-11-19,True,21.4,441894,51
289070,0,0,2021-02-13,True,84.6,605898,52
526870,0,0,2020-11-27,True,10.7,1236943,53
1229490,0,0,2022-10-09,True,102.7,1281702,54
578080,0,0,2018-02-21,True,893.0,1333721,55
1248130,0,0,2022-04-23,True,27.2,1537946,56
394360,0,0,2019-07-01,True,224.1,612513,57
602960,0,0,2022-01-05,True,41.9,707077,58
1817190,0,0,2022-12-23,True,39.7,802711,59
381210,0,0,2022-06-14,True,223.4,865215,60
431960,0,0,2021-09-02,True,934.1,1119804,61
275850,0,0,2022-11-25,True,93.0,1129729,62
1222670,0,0,2021-02-25,True,47.4,1164570,63
1361210,0,0,2022-11-30,True,57.8,1220781,64
252490,0,0,2022-01-03,False,53.4,1385755,65
1850570,0,0,2022-12-12,True,1.1,1478617,66
976730,0,0,2021-11-25,False,21.1,1572032,67
1172620,0,0,2021-12-11,True,513.7,1573772,68
1332010,0,0,2022-07-23,True,5.9,343263,69
1250410,0,0,2020-08-18,False,33.5,509862,70
730,2,0,2015-09-24,True,337.8,597851,71
1419170,3,0,2021-07-12,True,6.4,639315,72
1817070,0,0,2022-08-29,True,33.0,673570,73
291550,0,0,2022-10-01,True,48.9,696204,74
376210,0,0,2021-03-01,True,114.2,907226,75
218620,0,0,2020-07-06,True,158.1,923919,76
233860,0,0,2022-10-05,True,776.5,942139,77
1789480,0,0,2022-10-05,True,23.4,1051896,78
291550,0,0,2021-09-30,True,17.9,1128069,79
489830,0,0,2020-11-19,True,259.0,1151926,80
851850,0,0,2020-11-30,True,37.9,1191540,81
1174180,0,0,2021-01-18,True,30.0,1457927,82
236390,0,0,2021-04-29,True,413.1,1582330,83
255710,0,0,2022-01-07,True,8.9,195439,84
107410,0,0,2014-06-26,True,69.1,375463,85
413150,2,0,2019-07-05,True,58.1,458619,86
1172620,0,0,2021-06-29,True,466.8,537394,87
1174180,0,0,2022-02-05,True,178.4,553152,88
620980,0,0,2022-07-24,True,33.0,602958,89
1938090,0,0,2022-11-11,True,124.1,1220222,90
1222140,0,0,2022-09-22,True,12.0,1145621,91
374320,0,0,2016-12-05,True,152.2,1256295,92
346110,0,0,2021-06-11,True,528.7,1270920,93
602960,0,0,2022-11-25,True,95.5,1282340,94
534380,0,0,2022-02-05,True,27.4,1350567,95
107410,0,0,2014-09-28,True,635.4,1448864,96
1250410,0,0,2020-12-09,True,307.2,1520508,97
578080,0,0,2017-11-24,True,44.8,1550107,98
381210,2,0,2021-05-31,False,197.3,1723415,99
1174180,0,0,2022-01-24,True,38.9,1888159,100
1174180,0,0,2020-09-21,True,172.9,1995481,101
1817190,0,0,2022-11-24,True,9.9,2184363,102
438100,0,0,2022-08-04,False,17.0,2299950,103
306130,0,0,2018-06-19,True,168.5,2337808,104
4000,0,0,2022-05-26,True,66.6,2371471,105
105600,0,0,2022-07-14,True,153.8,2574329,106
1943950,0,0,2022-12-21,False,21.0,2580327,107
620980,0,0,2022-01-14,True,60.1,2631057,108
1248130,0,0,2022-08-09,True,35.1,2649116,109
1174180,0,0,2021-11-23,True,298.0,2652757,110
238960,0,0,2021-07-06,True,10.8,2721260,111
438100,2,0,2022-07-25,False,534.8,2761930,112
306130,0,0,2020-10-22,True,623.9,2850130,113
397540,0,0,2021-03-09,True,123.1,2857770,114
1599340,0,0,2022-03-17,True,657.7,2921608,115
613100,0,0,2021-07-10,True,137.3,2944181,116
291550,0,0,2022-04-18,True,124.9,3077023,117
960090,2,0,2021-03-20,True,39.2,3336895,118
238960,9,0,2021-08-20,False,10.1,3524968,119
1085660,0,0,2022-06-25,True,13.2,3541732,120
107410,0,0,2015-07-14,False,119.1,3698921,121
284160,0,0,2022-07-29,True,50.7,3860335,122
730,3,0,2016-08-29,False,895.5,3881651,123
1172470,0,0,2022-07-22,False,55.4,4007611,124
435150,0,0,2020-06-09,True,858.1,4093951,125
582660,0,0,2021-03-19,True,35.1,4104189,126
1091500,2,0,2022-10-30,True,18.1,4173624,127
518790,0,0,2021-03-30,True,83.3,4255884,128
359550,0,0,2016-12-26,True,743.8,4295349,129
105600,2,0,2016-10-09,True,528.3,4296138,130
271590,0,0,2022-10-14,False,3.8,4441026,131
252490,0,0,2022-10-10,True,75.8,4441361,132
431960,0,0,2021-09-28,True,15.9,4563698,133
613100,0,0,2022-11-04,True,112.3,4615566,134
